date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:06:31	785/785	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2019%20Jan%202026%2016:06:31%20GMT	https://onhugbahtochnow.sbs/assets/rawline-600i.svg	C:/Meus%20Sites/clone%20cnh%20digital/onhugbahtochnow.sbs/assets/rawline-600i.svg	(from https://onhugbahtochnow.sbs/assets/index-Nk5hQ9Fp.css)
13:06:32	785/785	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2019%20Jan%202026%2016:06:31%20GMT	https://onhugbahtochnow.sbs/assets/rawline-700.eot	C:/Meus%20Sites/clone%20cnh%20digital/onhugbahtochnow.sbs/assets/rawline-700.eot	(from https://onhugbahtochnow.sbs/assets/index-Nk5hQ9Fp.css)
13:06:32	785/785	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2019%20Jan%202026%2016:06:31%20GMT	https://onhugbahtochnow.sbs/assets/rawline-700.eot?	C:/Meus%20Sites/clone%20cnh%20digital/onhugbahtochnow.sbs/assets/rawline-700d41d.eot	(from https://onhugbahtochnow.sbs/assets/index-Nk5hQ9Fp.css)
13:06:33	785/785	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2019%20Jan%202026%2016:06:32%20GMT	https://onhugbahtochnow.sbs/assets/rawline-700.woff2	C:/Meus%20Sites/clone%20cnh%20digital/onhugbahtochnow.sbs/assets/rawline-700.woff2	(from https://onhugbahtochnow.sbs/assets/index-Nk5hQ9Fp.css)
13:06:33	785/785	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2019%20Jan%202026%2016:06:32%20GMT	https://onhugbahtochnow.sbs/assets/rawline-700.woff	C:/Meus%20Sites/clone%20cnh%20digital/onhugbahtochnow.sbs/assets/rawline-700.woff	(from https://onhugbahtochnow.sbs/assets/index-Nk5hQ9Fp.css)
13:06:33	785/785	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2019%20Jan%202026%2016:06:33%20GMT	https://onhugbahtochnow.sbs/assets/rawline-700.ttf	C:/Meus%20Sites/clone%20cnh%20digital/onhugbahtochnow.sbs/assets/rawline-700.ttf	(from https://onhugbahtochnow.sbs/assets/index-Nk5hQ9Fp.css)
13:06:34	785/785	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2019%20Jan%202026%2016:06:33%20GMT	https://onhugbahtochnow.sbs/assets/rawline-700.svg	C:/Meus%20Sites/clone%20cnh%20digital/onhugbahtochnow.sbs/assets/rawline-700.svg	(from https://onhugbahtochnow.sbs/assets/index-Nk5hQ9Fp.css)
13:06:35	785/785	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2019%20Jan%202026%2016:06:34%20GMT	https://onhugbahtochnow.sbs/assets/rawline-700i.eot	C:/Meus%20Sites/clone%20cnh%20digital/onhugbahtochnow.sbs/assets/rawline-700i.eot	(from https://onhugbahtochnow.sbs/assets/index-Nk5hQ9Fp.css)
13:06:35	785/785	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2019%20Jan%202026%2016:06:34%20GMT	https://onhugbahtochnow.sbs/assets/rawline-700i.eot?	C:/Meus%20Sites/clone%20cnh%20digital/onhugbahtochnow.sbs/assets/rawline-700id41d.eot	(from https://onhugbahtochnow.sbs/assets/index-Nk5hQ9Fp.css)
13:06:35	785/785	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2019%20Jan%202026%2016:06:35%20GMT	https://onhugbahtochnow.sbs/assets/rawline-700i.woff2	C:/Meus%20Sites/clone%20cnh%20digital/onhugbahtochnow.sbs/assets/rawline-700i.woff2	(from https://onhugbahtochnow.sbs/assets/index-Nk5hQ9Fp.css)
13:06:36	785/785	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2019%20Jan%202026%2016:06:35%20GMT	https://onhugbahtochnow.sbs/assets/rawline-700i.woff	C:/Meus%20Sites/clone%20cnh%20digital/onhugbahtochnow.sbs/assets/rawline-700i.woff	(from https://onhugbahtochnow.sbs/assets/index-Nk5hQ9Fp.css)
13:06:36	785/785	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2019%20Jan%202026%2016:06:36%20GMT	https://onhugbahtochnow.sbs/assets/rawline-700i.ttf	C:/Meus%20Sites/clone%20cnh%20digital/onhugbahtochnow.sbs/assets/rawline-700i.ttf	(from https://onhugbahtochnow.sbs/assets/index-Nk5hQ9Fp.css)
13:06:37	785/785	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2019%20Jan%202026%2016:06:36%20GMT	https://onhugbahtochnow.sbs/assets/rawline-700i.svg	C:/Meus%20Sites/clone%20cnh%20digital/onhugbahtochnow.sbs/assets/rawline-700i.svg	(from https://onhugbahtochnow.sbs/assets/index-Nk5hQ9Fp.css)
13:06:37	785/785	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2019%20Jan%202026%2016:06:37%20GMT	https://onhugbahtochnow.sbs/assets/rawline-800.eot	C:/Meus%20Sites/clone%20cnh%20digital/onhugbahtochnow.sbs/assets/rawline-800.eot	(from https://onhugbahtochnow.sbs/assets/index-Nk5hQ9Fp.css)
13:06:38	785/785	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2019%20Jan%202026%2016:06:37%20GMT	https://onhugbahtochnow.sbs/assets/rawline-800.eot?	C:/Meus%20Sites/clone%20cnh%20digital/onhugbahtochnow.sbs/assets/rawline-800d41d.eot	(from https://onhugbahtochnow.sbs/assets/index-Nk5hQ9Fp.css)
13:06:38	785/785	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2019%20Jan%202026%2016:06:38%20GMT	https://onhugbahtochnow.sbs/assets/rawline-800.woff2	C:/Meus%20Sites/clone%20cnh%20digital/onhugbahtochnow.sbs/assets/rawline-800.woff2	(from https://onhugbahtochnow.sbs/assets/index-Nk5hQ9Fp.css)
13:06:39	785/785	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2019%20Jan%202026%2016:06:38%20GMT	https://onhugbahtochnow.sbs/assets/rawline-800.woff	C:/Meus%20Sites/clone%20cnh%20digital/onhugbahtochnow.sbs/assets/rawline-800.woff	(from https://onhugbahtochnow.sbs/assets/index-Nk5hQ9Fp.css)
13:06:39	785/785	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2019%20Jan%202026%2016:06:39%20GMT	https://onhugbahtochnow.sbs/assets/rawline-800.ttf	C:/Meus%20Sites/clone%20cnh%20digital/onhugbahtochnow.sbs/assets/rawline-800.ttf	(from https://onhugbahtochnow.sbs/assets/index-Nk5hQ9Fp.css)
13:06:40	785/785	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2019%20Jan%202026%2016:06:39%20GMT	https://onhugbahtochnow.sbs/assets/rawline-800.svg	C:/Meus%20Sites/clone%20cnh%20digital/onhugbahtochnow.sbs/assets/rawline-800.svg	(from https://onhugbahtochnow.sbs/assets/index-Nk5hQ9Fp.css)
13:06:40	785/785	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2019%20Jan%202026%2016:06:39%20GMT	https://onhugbahtochnow.sbs/assets/rawline-800i.eot	C:/Meus%20Sites/clone%20cnh%20digital/onhugbahtochnow.sbs/assets/rawline-800i.eot	(from https://onhugbahtochnow.sbs/assets/index-Nk5hQ9Fp.css)
13:06:40	785/785	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2019%20Jan%202026%2016:06:40%20GMT	https://onhugbahtochnow.sbs/assets/rawline-800i.eot?	C:/Meus%20Sites/clone%20cnh%20digital/onhugbahtochnow.sbs/assets/rawline-800id41d.eot	(from https://onhugbahtochnow.sbs/assets/index-Nk5hQ9Fp.css)
13:06:41	785/785	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2019%20Jan%202026%2016:06:40%20GMT	https://onhugbahtochnow.sbs/assets/rawline-800i.woff2	C:/Meus%20Sites/clone%20cnh%20digital/onhugbahtochnow.sbs/assets/rawline-800i.woff2	(from https://onhugbahtochnow.sbs/assets/index-Nk5hQ9Fp.css)
13:06:41	785/785	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2019%20Jan%202026%2016:06:40%20GMT	https://onhugbahtochnow.sbs/assets/rawline-800i.woff	C:/Meus%20Sites/clone%20cnh%20digital/onhugbahtochnow.sbs/assets/rawline-800i.woff	(from https://onhugbahtochnow.sbs/assets/index-Nk5hQ9Fp.css)
13:06:41	785/785	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2019%20Jan%202026%2016:06:41%20GMT	https://onhugbahtochnow.sbs/assets/rawline-800i.ttf	C:/Meus%20Sites/clone%20cnh%20digital/onhugbahtochnow.sbs/assets/rawline-800i.ttf	(from https://onhugbahtochnow.sbs/assets/index-Nk5hQ9Fp.css)
13:06:42	785/785	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2019%20Jan%202026%2016:06:41%20GMT	https://onhugbahtochnow.sbs/assets/rawline-800i.svg	C:/Meus%20Sites/clone%20cnh%20digital/onhugbahtochnow.sbs/assets/rawline-800i.svg	(from https://onhugbahtochnow.sbs/assets/index-Nk5hQ9Fp.css)
13:06:43	785/785	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2019%20Jan%202026%2016:06:42%20GMT	https://onhugbahtochnow.sbs/assets/rawline-900.eot	C:/Meus%20Sites/clone%20cnh%20digital/onhugbahtochnow.sbs/assets/rawline-900.eot	(from https://onhugbahtochnow.sbs/assets/index-Nk5hQ9Fp.css)
13:06:43	785/785	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2019%20Jan%202026%2016:06:42%20GMT	https://onhugbahtochnow.sbs/assets/rawline-900.eot?	C:/Meus%20Sites/clone%20cnh%20digital/onhugbahtochnow.sbs/assets/rawline-900d41d.eot	(from https://onhugbahtochnow.sbs/assets/index-Nk5hQ9Fp.css)
13:06:43	785/785	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2019%20Jan%202026%2016:06:43%20GMT	https://onhugbahtochnow.sbs/assets/rawline-900.woff2	C:/Meus%20Sites/clone%20cnh%20digital/onhugbahtochnow.sbs/assets/rawline-900.woff2	(from https://onhugbahtochnow.sbs/assets/index-Nk5hQ9Fp.css)
13:06:44	785/785	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2019%20Jan%202026%2016:06:43%20GMT	https://onhugbahtochnow.sbs/assets/rawline-900.woff	C:/Meus%20Sites/clone%20cnh%20digital/onhugbahtochnow.sbs/assets/rawline-900.woff	(from https://onhugbahtochnow.sbs/assets/index-Nk5hQ9Fp.css)
13:06:44	785/785	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2019%20Jan%202026%2016:06:43%20GMT	https://onhugbahtochnow.sbs/assets/rawline-900.ttf	C:/Meus%20Sites/clone%20cnh%20digital/onhugbahtochnow.sbs/assets/rawline-900.ttf	(from https://onhugbahtochnow.sbs/assets/index-Nk5hQ9Fp.css)
13:06:45	785/785	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2019%20Jan%202026%2016:06:44%20GMT	https://onhugbahtochnow.sbs/assets/rawline-900.svg	C:/Meus%20Sites/clone%20cnh%20digital/onhugbahtochnow.sbs/assets/rawline-900.svg	(from https://onhugbahtochnow.sbs/assets/index-Nk5hQ9Fp.css)
13:06:45	785/785	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2019%20Jan%202026%2016:06:45%20GMT	https://onhugbahtochnow.sbs/assets/rawline-900i.eot	C:/Meus%20Sites/clone%20cnh%20digital/onhugbahtochnow.sbs/assets/rawline-900i.eot	(from https://onhugbahtochnow.sbs/assets/index-Nk5hQ9Fp.css)
13:06:46	785/785	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2019%20Jan%202026%2016:06:45%20GMT	https://onhugbahtochnow.sbs/assets/rawline-900i.eot?	C:/Meus%20Sites/clone%20cnh%20digital/onhugbahtochnow.sbs/assets/rawline-900id41d.eot	(from https://onhugbahtochnow.sbs/assets/index-Nk5hQ9Fp.css)
13:06:46	785/785	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2019%20Jan%202026%2016:06:46%20GMT	https://onhugbahtochnow.sbs/assets/rawline-900i.woff2	C:/Meus%20Sites/clone%20cnh%20digital/onhugbahtochnow.sbs/assets/rawline-900i.woff2	(from https://onhugbahtochnow.sbs/assets/index-Nk5hQ9Fp.css)
13:06:47	785/785	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2019%20Jan%202026%2016:06:46%20GMT	https://onhugbahtochnow.sbs/assets/rawline-900i.woff	C:/Meus%20Sites/clone%20cnh%20digital/onhugbahtochnow.sbs/assets/rawline-900i.woff	(from https://onhugbahtochnow.sbs/assets/index-Nk5hQ9Fp.css)
13:06:47	785/785	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2019%20Jan%202026%2016:06:46%20GMT	https://onhugbahtochnow.sbs/assets/rawline-900i.ttf	C:/Meus%20Sites/clone%20cnh%20digital/onhugbahtochnow.sbs/assets/rawline-900i.ttf	(from https://onhugbahtochnow.sbs/assets/index-Nk5hQ9Fp.css)
13:06:48	785/785	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2019%20Jan%202026%2016:06:47%20GMT	https://onhugbahtochnow.sbs/assets/rawline-900i.svg	C:/Meus%20Sites/clone%20cnh%20digital/onhugbahtochnow.sbs/assets/rawline-900i.svg	(from https://onhugbahtochnow.sbs/assets/index-Nk5hQ9Fp.css)
13:06:48	785/785	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2019%20Jan%202026%2016:06:47%20GMT	https://onhugbahtochnow.sbs/img/acesso-informacao-logo-contraste.png	C:/Meus%20Sites/clone%20cnh%20digital/onhugbahtochnow.sbs/img/acesso-informacao-logo-contraste.png	(from https://onhugbahtochnow.sbs/assets/index-Nk5hQ9Fp.css)
13:06:48	785/785	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2019%20Jan%202026%2016:06:48%20GMT	https://onhugbahtochnow.sbs/img/governo-federal-contraste.png	C:/Meus%20Sites/clone%20cnh%20digital/onhugbahtochnow.sbs/img/governo-federal-contraste.png	(from https://onhugbahtochnow.sbs/assets/index-Nk5hQ9Fp.css)
13:06:48	81280/81280	---M--	200	added ('OK')	font/woff2	etag:%2213d80-646ada5033000%22	https://onhugbahtochnow.sbs/fonts/rawline-400.woff2	C:/Meus%20Sites/clone%20cnh%20digital/onhugbahtochnow.sbs/fonts/rawline-400.woff2	(from https://onhugbahtochnow.sbs/assets/index-Nk5hQ9Fp.css)
13:06:49	785/785	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2019%20Jan%202026%2016:06:48%20GMT	https://onhugbahtochnow.sbs/fonts/rawline-500.woff2	C:/Meus%20Sites/clone%20cnh%20digital/onhugbahtochnow.sbs/fonts/rawline-500.woff2	(from https://onhugbahtochnow.sbs/assets/index-Nk5hQ9Fp.css)
13:06:49	83564/83564	---M--	200	added ('OK')	font/woff2	etag:%221466c-646ada530f6c0%22	https://onhugbahtochnow.sbs/fonts/rawline-600.woff2	C:/Meus%20Sites/clone%20cnh%20digital/onhugbahtochnow.sbs/fonts/rawline-600.woff2	(from https://onhugbahtochnow.sbs/assets/index-Nk5hQ9Fp.css)
13:06:50	82580/82580	---M--	200	added ('OK')	font/woff2	etag:%2214294-646ada54f7b40%22	https://onhugbahtochnow.sbs/fonts/rawline-700.woff2	C:/Meus%20Sites/clone%20cnh%20digital/onhugbahtochnow.sbs/fonts/rawline-700.woff2	(from https://onhugbahtochnow.sbs/assets/index-Nk5hQ9Fp.css)
